frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,79776.715776,41596.000000,17.088007
4,499464.056500,272886.000000,82.516665
8,377265.468290,204713.000000,62.498000
16,348362.230862,161392.000000,112.880468
32,127872.211105,82225.000000,133.637570
64,426575.112825,297745.000000,3199.557626
128,573689.540033,287874.000000,563.527284
256,319690.855559,263738.000000,2810.075622
512,554710.327525,254912.000000,82136.727869
1024,613410.217693,289338.000000,15480.632287
2048,226535.336795,57873.000000,13050.374248
4096,398126.948771,124083.000000,126381.629868
8192,1001425.593123,285444.000000,297630.269512
16384,410837.632793,136408.000000,290777.014064
32768,482994.149453,222121.000000,0.000000
65536,1650688.456745,164953.000000,684930.411356
