frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,243879.449188,141853.000000,1275.181556
4,85072.134897,42656.000000,37.202150
8,135498.829515,111592.000000,246.485294
16,118369.925522,67968.000000,98.848369
32,281702.781303,145052.000000,319.372823
64,347064.998781,117686.000000,1767.054611
128,439778.151138,267702.000000,253.505424
256,330644.531160,182350.000000,3550.441803
512,574249.354849,243508.000000,166556.225846
1024,398216.592515,266779.000000,4522.689355
2048,439708.990946,221571.000000,74084.262708
4096,402763.249498,188145.000000,131762.006022
8192,760768.915298,209888.000000,232980.168495
16384,1250960.126052,195904.000000,530026.536112
32768,609056.103598,271889.000000,76256.588961
65536,1672269.853592,208031.000000,1301084.886065
