frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,433433.661648,235555.000000,0.000000
4,132343.129489,82562.000000,0.000000
8,196635.417489,107300.000000,0.000000
16,388563.511375,240389.000000,0.000000
32,328070.805658,220353.000000,0.000000
64,368745.768745,304290.000000,0.000000
128,476250.128510,289388.000000,0.000000
256,385234.988316,261395.000000,0.000000
512,444169.023768,255333.000000,0.000000
1024,234198.573804,137416.000000,0.000000
2048,619140.054162,287967.000000,0.000000
4096,798871.206382,269157.000000,0.000000
8192,485890.528885,139299.000000,0.000000
16384,417739.921146,193571.000000,0.000000
32768,1005176.808924,166197.000000,0.000000
65536,331349.270478,37011.000000,0.000000
