frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,135239.192193,108676.000000,0.000000
4,250956.978518,238475.000000,0.000000
8,281268.361452,223248.000000,0.000000
16,104622.488175,65914.000000,0.000000
32,157214.403634,87011.000000,0.000000
64,89161.032138,46877.000000,0.000000
128,296988.518460,187450.000000,0.000000
256,567554.652752,310188.000000,0.000000
512,459230.925090,306700.000000,0.000000
1024,158551.844370,100349.000000,0.000000
2048,135805.854874,57375.000000,0.000000
4096,185951.513511,111883.000000,0.000000
8192,665001.019835,365789.000000,0.000000
16384,191559.252074,102764.000000,0.000000
32768,1311076.411409,252238.000000,0.000000
65536,1360454.917336,236187.000000,0.000000
