frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1042097.935128,142302.000000,0.000000
4,1517331.782340,226865.000000,0.000000
8,2251050.014836,241586.000000,0.000000
16,3688709.565802,304214.000000,0.000000
32,3220912.442382,294058.000000,0.000000
64,4535992.069423,304499.000000,0.000000
128,3832297.990795,296076.000000,0.000000
256,5198584.390381,296965.000000,0.000000
512,4715241.128811,304739.000000,0.000000
1024,4305000.423286,293885.000000,0.000000
2048,4617539.981585,291816.000000,0.000000
4096,6871739.215149,306198.000000,0.000000
8192,2946637.465000,228352.000000,0.000000
16384,6564289.278589,254663.000000,0.000000
32768,7734540.489259,278913.000000,0.000000
65536,10139319.401523,290714.000000,0.000000
