frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,989624.226365,207045.000000,0.000000
4,1653276.311001,299917.000000,0.000000
8,3624643.342965,294866.000000,0.000000
16,2820864.748738,287320.000000,0.000000
32,4230623.401253,301897.000000,0.000000
64,3244237.930643,293378.000000,0.000000
128,7039704.317491,298574.000000,0.000000
256,4462463.235161,291318.000000,0.000000
512,2536692.957256,276801.000000,0.000000
1024,5020006.950606,253879.000000,0.000000
2048,6397232.361731,305502.000000,0.000000
4096,9318079.801521,204094.000000,0.000000
8192,7595215.188648,253625.000000,0.000000
16384,4369329.224761,189085.000000,0.000000
32768,3031552.559227,163598.000000,0.000000
65536,14126628.813648,273985.000000,0.000000
