frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1953623.989107,303419.000000,39785.510290
4,3621834.974365,293519.000000,90692.700792
8,2664287.353274,297785.000000,41212.118861
16,2249408.510607,296640.000000,27054.714654
32,3886583.545274,301232.000000,167476.023311
64,5895752.399349,302209.000000,287152.996969
128,4926629.782385,299724.000000,467723.781795
256,4462630.150680,278337.000000,494802.281329
512,5881742.204278,294310.000000,402219.575977
1024,5178646.475179,260973.000000,351563.825276
2048,3393939.028521,244284.000000,687067.587635
4096,4944325.070002,294410.000000,1104877.598232
8192,6761845.649335,307171.000000,2417043.077806
16384,3923545.843370,235218.000000,1973149.501404
32768,9313014.051676,213975.000000,4623628.749383
65536,12030928.304627,273404.000000,587297.064129
