frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2634255.590067,298078.000000,65787.885275
4,3435297.279746,282979.000000,5246.415919
8,1855710.660055,191926.000000,9186.105377
16,3073137.937956,298649.000000,77692.798688
32,2703901.408179,295293.000000,110710.802129
64,3573417.166608,293839.000000,241965.440780
128,3430010.740755,297693.000000,301587.858179
256,4784018.504092,262809.000000,280450.483920
512,7493589.906563,302939.000000,226272.958316
1024,6793387.154576,273308.000000,1267084.598662
2048,3871336.288546,218381.000000,1087542.524194
4096,4433857.413606,294063.000000,639111.652772
8192,7539177.498238,305321.000000,1076839.725271
16384,4328817.472316,111085.000000,2530547.064300
32768,5579624.214137,211791.000000,4196284.739834
65536,12665258.356245,267692.000000,11652990.577885
