frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3061653.616254,306264.000000,39918.107094
4,2842838.802165,253365.000000,155.582775
8,2597374.708976,301686.000000,5150.929528
16,3030523.289378,301852.000000,40807.013110
32,3911849.745831,303487.000000,80594.544877
64,5175885.666519,297999.000000,224324.351077
128,4266570.481134,300393.000000,192336.520656
256,4369191.116188,304165.000000,528013.336942
512,6270327.321265,305798.000000,202912.056921
1024,4902779.911449,293532.000000,689951.536067
2048,6027497.492474,293593.000000,1382796.551377
4096,5691990.029734,305305.000000,1545972.701298
8192,4001537.864691,301850.000000,2358462.352503
16384,7199383.883651,203771.000000,3112035.781750
32768,3478252.103352,176816.000000,2073057.666521
65536,1213452.676554,129707.000000,0.000000
