frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2280298.133009,279505.000000,0.000000
4,1310310.822966,195083.000000,0.000000
8,2953978.373373,295370.000000,0.000000
16,3516739.715151,295683.000000,0.000000
32,3562968.912061,298463.000000,0.000000
64,3851265.096454,304571.000000,0.000000
128,4870695.062258,305487.000000,0.000000
256,4388279.886792,304126.000000,0.000000
512,5772994.632687,284344.000000,0.000000
1024,5202476.012674,287482.000000,0.000000
2048,5347710.968811,298949.000000,0.000000
4096,2209768.291747,206356.000000,0.000000
8192,5112864.037083,280434.000000,0.000000
16384,7887862.800521,303974.000000,0.000000
32768,1949305.665816,121954.000000,0.000000
65536,3853090.588341,129201.000000,0.000000
