frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3169121.187050,283175.000000,35.468296
4,1973891.594352,297685.000000,43538.063347
8,2663542.014186,292195.000000,51276.272739
16,2930455.161070,287079.000000,18601.029273
32,2193668.080041,281295.000000,17502.054279
64,4179820.172764,273860.000000,7986.427174
128,4507801.082453,292567.000000,289761.784230
256,5451313.279675,291508.000000,314396.915293
512,5607330.478528,289836.000000,798115.606583
1024,3308125.346603,283028.000000,434845.562330
2048,6699234.010589,293899.000000,501574.360308
4096,5920284.911894,265681.000000,1299431.414018
8192,8758538.368275,260409.000000,2755470.319890
16384,9391832.430002,290704.000000,5604157.905665
32768,5595220.059909,133988.000000,3056959.547182
65536,7217286.583032,303842.000000,4826343.539036
