frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2678104.133011,298697.000000,45462.985274
4,2934865.044292,296774.000000,38802.949360
8,2469683.642326,303810.000000,20.591260
16,1462513.390767,233375.000000,29673.302243
32,4258652.407547,284500.000000,166500.004670
64,4016475.157967,297584.000000,152767.703380
128,4134119.984843,302215.000000,191216.443516
256,3809562.433054,305884.000000,429785.292618
512,2672431.942093,246504.000000,343080.926367
1024,4110663.700774,304655.000000,762632.799262
2048,4506279.583359,290913.000000,1276500.457875
4096,5211216.827152,304301.000000,716423.112547
8192,5156201.089712,279415.000000,632513.481335
16384,4153903.200169,269797.000000,1768481.587634
32768,7190250.746496,188263.000000,5739913.917674
65536,10997643.297073,290378.000000,2796398.261786
