frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2747442.272905,301062.000000,0.000000
4,2442048.101424,303069.000000,0.000000
8,3312147.545821,267930.000000,0.000000
16,4507556.994871,256958.000000,0.000000
32,3337999.387030,304653.000000,0.000000
64,4733146.946127,304343.000000,0.000000
128,4102271.631122,306588.000000,0.000000
256,5573464.180598,293618.000000,0.000000
512,4926781.865925,295077.000000,0.000000
1024,4607105.239737,296808.000000,0.000000
2048,7507607.979775,251508.000000,0.000000
4096,3502300.421392,216811.000000,0.000000
8192,6998587.313807,246698.000000,0.000000
16384,5332357.569727,301086.000000,0.000000
32768,6675385.696466,249338.000000,0.000000
65536,6123089.382009,229646.000000,0.000000
