frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2354281.426811,271251.000000,92653.811929
4,2578805.822559,300444.000000,143.965274
8,2859401.347276,286809.000000,40511.017847
16,3371319.779269,284056.000000,35578.083254
32,3738748.599495,287206.000000,33845.990959
64,4498920.274668,293999.000000,179753.715166
128,6356138.003976,305925.000000,50956.330784
256,4744745.199307,296246.000000,198560.182567
512,6230565.424461,289650.000000,449116.418945
1024,5212134.399770,274554.000000,212484.070224
2048,4318609.692388,284417.000000,878334.466443
4096,5965044.850408,280194.000000,1303118.348543
8192,7450451.882743,186218.000000,2383800.266036
16384,8817258.697707,300029.000000,1462475.677913
32768,5651314.126401,305097.000000,2705662.528796
65536,8640356.570877,209834.000000,3082816.481621
