frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2525795.183761,301950.000000,63227.695332
4,2935311.972667,303623.000000,74437.730252
8,2889378.582543,295203.000000,33069.002964
16,2410056.440131,285071.000000,42290.248616
32,2282139.122488,226208.000000,32296.398932
64,4773883.255819,303508.000000,241303.508972
128,4778745.055909,306446.000000,93915.535014
256,4923426.600902,308461.000000,528414.622412
512,5862562.232361,291694.000000,530997.881230
1024,3982752.568824,299761.000000,542062.058231
2048,2768598.116907,289821.000000,301180.103247
4096,5067329.325093,307757.000000,1400637.506298
8192,3688425.924186,273839.000000,1049050.310383
16384,6601102.652606,269042.000000,1819545.949794
32768,9304528.798942,281051.000000,6427165.502530
65536,6748400.266023,254794.000000,5183644.693375
