frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2087602.874373,284038.000000,25258.811552
4,2829283.241850,284804.000000,54909.010936
8,3149358.806762,281730.000000,132547.743191
16,2991166.674153,293081.000000,104916.318368
32,3669231.242654,299307.000000,66854.196532
64,3888966.411363,288979.000000,102309.748226
128,4502707.267682,293912.000000,314157.731326
256,5542256.836494,290572.000000,193809.372162
512,4707909.522197,299845.000000,641440.864967
1024,6607768.771427,286241.000000,450551.530846
2048,3167032.366275,273196.000000,654257.302695
4096,3260781.114155,203408.000000,343935.784951
8192,8720113.448329,201115.000000,3661885.820433
16384,4416004.589048,176293.000000,2691776.568246
32768,6248242.954486,200506.000000,5391223.351439
65536,9484657.725131,239373.000000,7020485.372256
