frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1350650.165432,167006.000000,0.000000
4,2666390.189611,243479.000000,0.000000
8,1518004.103430,238468.000000,0.000000
16,4917465.855169,289657.000000,0.000000
32,3402505.229600,287891.000000,0.000000
64,4236755.704510,269264.000000,0.000000
128,3225902.484187,273533.000000,0.000000
256,5863412.776888,280456.000000,0.000000
512,6734469.722846,301065.000000,0.000000
1024,5639292.361761,282673.000000,0.000000
2048,2740772.116162,306578.000000,0.000000
4096,6085024.007932,266770.000000,0.000000
8192,5894871.284737,293327.000000,0.000000
16384,5611267.638306,236195.000000,0.000000
32768,11061734.606472,270262.000000,0.000000
65536,6171074.486473,300900.000000,0.000000
