frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2542602.530316,297855.000000,19844.094588
4,3509654.434854,273429.000000,26711.769971
8,2685145.937341,294447.000000,59735.230560
16,2635792.433785,244554.000000,47656.333231
32,3286098.828739,300102.000000,105393.816650
64,3163961.802078,300536.000000,16275.592032
128,4078228.378210,290959.000000,24792.734016
256,4114166.945457,298396.000000,365034.897145
512,4647984.439466,292323.000000,359998.370853
1024,4755060.862494,301184.000000,652338.192420
2048,5527179.696159,304959.000000,1002828.395696
4096,7255053.932151,281806.000000,2668897.111814
8192,4460743.838183,288694.000000,1903578.724496
16384,3236880.198694,249134.000000,990815.268194
32768,7228376.686564,243102.000000,4533230.810451
65536,12883942.513743,302086.000000,12883942.513743
