frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3011845.706694,300904.000000,51441.451681
4,2324565.204003,288063.000000,727.408413
8,3518210.320103,303027.000000,51894.289252
16,2249872.089985,274735.000000,68741.415580
32,3539521.312370,300202.000000,152140.012160
64,3313174.701684,273380.000000,197240.510296
128,4155887.652216,304234.000000,260179.686202
256,4853717.650505,295547.000000,208627.478418
512,3886990.410157,306451.000000,287877.123086
1024,4725124.487277,297360.000000,716865.730969
2048,4525291.821984,303248.000000,1069159.534675
4096,8488128.805555,303961.000000,1091312.408364
8192,3664828.807058,281410.000000,1627172.034311
16384,5180925.489876,261953.000000,1880159.714621
32768,3283191.545348,225402.000000,1820312.137493
65536,12624223.772545,306967.000000,11600062.758511
