frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2965839.000630,303117.000000,19614.422423
4,1929239.015486,246184.000000,202859.212184
8,3162993.424544,291407.000000,43.289722
16,2720299.698573,281819.000000,53579.966443
32,3686767.987397,303106.000000,112811.553203
64,3154246.171272,285569.000000,132494.336664
128,4497281.584943,295753.000000,464268.259116
256,5350761.350387,305025.000000,182158.484754
512,4069972.992362,302423.000000,144602.295366
1024,4619946.503214,301018.000000,195697.816792
2048,4075183.722753,293298.000000,531989.648773
4096,4750999.105727,295228.000000,1253393.793943
8192,8514870.452723,302335.000000,3474996.332680
16384,5453376.370051,298184.000000,1750006.015332
32768,6375999.348380,305623.000000,2365202.916504
65536,5879280.652549,188444.000000,5080774.513066
