frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2945185.843442,284276.000000,75328.226144
4,1022000.632366,158080.000000,703.012091
8,2118883.651008,176257.000000,8611.163220
16,1520206.326976,289330.000000,13696.338671
32,4776902.449007,301799.000000,122703.723053
64,4444761.672522,267958.000000,212077.188403
128,4148205.139361,292271.000000,273245.162201
256,4505161.585911,275902.000000,266900.929582
512,3850645.775227,278098.000000,461185.928288
1024,3782182.310210,293274.000000,428949.046184
2048,7002730.207688,302629.000000,996190.889644
4096,5836062.057963,299285.000000,719220.901970
8192,5470276.119674,174012.000000,2275780.364620
16384,8376965.882901,239381.000000,3804879.056097
32768,969067.867510,85696.000000,789010.965487
65536,9671599.854782,259796.000000,7582387.386951
