frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2035573.599751,301274.000000,63147.931296
4,4526434.499196,302227.000000,52471.147367
8,1321714.801654,257442.000000,28654.919944
16,2970846.049875,290114.000000,22785.914904
32,2741419.636035,296397.000000,142216.587591
64,4726322.239729,296647.000000,360184.185468
128,4623895.665509,304944.000000,237563.606935
256,6213740.322390,296984.000000,490909.328485
512,6103487.784933,256016.000000,1140432.186099
1024,5637582.631165,271864.000000,1111737.802838
2048,4010380.168845,286328.000000,371506.063427
4096,6617764.800240,234763.000000,1105827.116117
8192,2653484.722082,168275.000000,271191.160597
16384,1358223.706481,96806.000000,753749.047750
32768,10814353.981566,304959.000000,3605923.144445
65536,6726351.382480,195380.000000,6722216.046619
