frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3505409.778424,293913.000000,0.000000
4,3329381.297050,265273.000000,0.000000
8,2198187.280847,288456.000000,0.000000
16,3481675.215895,284799.000000,0.000000
32,3829587.645049,303125.000000,0.000000
64,3809294.351712,301812.000000,0.000000
128,4901360.444273,277756.000000,0.000000
256,5233695.967502,303091.000000,0.000000
512,4488951.577258,300853.000000,0.000000
1024,4906082.818043,293500.000000,0.000000
2048,2561927.960537,295630.000000,0.000000
4096,4705275.068501,253776.000000,0.000000
8192,4252471.113786,299901.000000,0.000000
16384,3608424.728078,212153.000000,0.000000
32768,955940.233378,89284.000000,0.000000
65536,596830.695821,31774.000000,0.000000
