frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2384989.524485,265408.000000,4939.063272
4,967191.990344,115328.000000,33771.435282
8,3368669.544504,302603.000000,73906.124936
16,3567333.125409,279265.000000,4646.281632
32,3165571.286146,303963.000000,51282.663211
64,3874438.228617,294906.000000,170161.408166
128,4169463.934290,301230.000000,495785.971099
256,4820361.333068,289697.000000,161983.015211
512,5476515.982468,291238.000000,445881.195239
1024,4984926.956365,306936.000000,896516.455550
2048,4274904.031439,292336.000000,987815.093976
4096,4156241.213530,304748.000000,724569.338294
8192,961363.337860,104585.000000,351572.198530
16384,4721457.397740,278343.000000,1258326.728602
32768,5768203.152802,259156.000000,1463918.870240
65536,10655613.619322,244639.000000,2859494.615394
