frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1694447.600202,297300.000000,0.000000
4,2459735.046000,267357.000000,0.000000
8,1673725.851091,221884.000000,0.000000
16,2101887.411535,250281.000000,0.000000
32,4734080.255463,304490.000000,0.000000
64,4591878.209521,292596.000000,0.000000
128,3500176.093543,302768.000000,0.000000
256,5247353.470559,304463.000000,0.000000
512,4252680.295123,299166.000000,0.000000
1024,5297496.147966,264936.000000,0.000000
2048,3839477.287915,293835.000000,0.000000
4096,10124614.569310,304190.000000,0.000000
8192,4689685.239334,304146.000000,0.000000
16384,2186996.584414,206320.000000,0.000000
32768,9064682.477201,238702.000000,0.000000
65536,4245403.186188,170221.000000,0.000000
