frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,468046.448215,298494.000000,1069.680794
4,185502.031994,69757.000000,2031.107580
8,330080.705802,285624.000000,119.549153
16,352613.930476,153965.000000,7357.552514
32,251167.364092,130558.000000,3699.754316
64,243579.860149,207241.000000,26578.666633
128,241177.431189,93818.000000,10029.836938
256,713158.468300,288406.000000,15353.057383
512,591552.305644,159262.000000,64530.096312
1024,461491.880056,220443.000000,35507.889602
2048,210986.240028,55061.000000,44142.310418
4096,968238.474972,332752.000000,137794.521789
8192,790963.152498,247459.000000,477720.500272
16384,866181.703982,244843.000000,517885.047494
32768,310667.070830,129249.000000,192338.348186
65536,662736.706475,381281.000000,584567.484851
