frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,164750.054361,97730.000000,1180.991109
4,937546.304687,234768.000000,5453.925559
8,380442.802140,117428.000000,125.279687
16,253654.950912,119929.000000,392.038263
32,362379.517968,151418.000000,2438.363180
64,408882.086837,191763.000000,10272.268883
128,156119.667217,78569.000000,4096.012085
256,256588.430180,113387.000000,17647.641089
512,836993.852730,295392.000000,19011.887387
1024,423909.734696,155170.000000,76098.399326
2048,832461.539037,252275.000000,96869.118010
4096,1210772.092659,313749.000000,389078.337971
8192,320499.495697,114078.000000,148386.348365
16384,486625.916092,192521.000000,101254.155767
32768,1164853.736681,240285.000000,369422.895720
65536,1179839.090498,151311.000000,605842.840765
