frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,111148.104158,43257.000000,422.291369
4,258298.474279,104826.000000,464.123906
8,517262.049623,289483.000000,1570.326718
16,174103.702522,97779.000000,387.114970
32,133360.484800,48443.000000,3585.407648
64,323057.699113,98702.000000,1064.996244
128,309174.018281,136826.000000,8865.158825
256,653717.095472,224107.000000,15544.235362
512,284900.973994,138668.000000,39789.330731
1024,265303.945103,126611.000000,29425.757934
2048,300048.677556,99669.000000,71774.323069
4096,366597.101481,107842.000000,16284.233018
8192,303194.618743,65347.000000,103347.844878
16384,325747.684850,49666.000000,177041.163722
32768,1080669.055649,249073.000000,814968.493843
65536,577531.374775,183378.000000,510073.714005
