frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,228060.534012,100786.000000,2652.911231
4,387896.984528,129692.000000,118.498945
8,142032.384445,58220.000000,537.382545
16,371051.012567,153315.000000,3423.340328
32,538956.739257,189948.000000,3579.653335
64,348441.834000,117607.000000,2300.038695
128,340794.387307,166002.000000,3884.518246
256,541741.096242,305423.000000,22903.538526
512,317824.257361,105448.000000,60445.735995
1024,964442.798488,266542.000000,134170.268078
2048,779598.450056,285896.000000,131021.773622
4096,888772.029083,288616.000000,89795.079687
8192,1068549.687194,244357.000000,420600.974609
16384,388785.677617,78669.000000,104353.948598
32768,721844.560721,40142.000000,656857.518056
65536,598028.710415,71579.000000,0.000000
