frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,299536.298154,126332.000000,1158.379903
4,74491.548890,22898.000000,184.000000
8,65909.356240,18851.000000,164.993939
16,303997.739049,156762.000000,1095.765942
32,176216.515111,96111.000000,295.717771
64,319513.643742,186323.000000,4646.894877
128,309677.453056,99612.000000,11402.890555
256,253330.711999,174291.000000,4296.020135
512,971751.510588,327202.000000,40621.174946
1024,157944.966833,48234.000000,26188.339447
2048,329032.153914,159042.000000,80120.832160
4096,229251.000901,109731.000000,35973.346731
8192,467034.166682,241708.000000,131095.582069
16384,899177.319215,196411.000000,724021.467354
32768,997267.884014,211379.000000,714991.537768
65536,475117.217181,206834.000000,340285.271932
