frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,262639.962803,124301.000000,1228.176697
4,297586.958227,98392.000000,6125.153223
8,311113.174020,140979.000000,613.081561
16,358717.290067,165222.000000,2004.714444
32,410429.705102,184430.000000,2398.989371
64,261702.308908,166138.000000,21120.934591
128,679012.779536,266426.000000,4047.065851
256,658963.253259,232612.000000,12148.427717
512,174776.820139,63171.000000,14802.000743
1024,387338.604998,109229.000000,75015.428860
2048,481800.906659,137142.000000,134955.907977
4096,758015.815343,204280.000000,255201.400176
8192,984324.737669,164254.000000,498825.592501
16384,807758.409990,262840.000000,453480.687246
32768,956208.722207,247139.000000,415201.035394
65536,925931.614513,118244.000000,641997.381969
