frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,387995.772668,171759.000000,3813.816592
4,149104.616639,108602.000000,2718.083516
8,228019.732545,81133.000000,405.096285
16,108973.468445,58563.000000,1551.335231
32,140353.722815,73374.000000,1236.831031
64,290830.182087,186331.000000,7452.718564
128,255070.700464,98289.000000,770.833964
256,153447.801350,48187.000000,2030.598926
512,276298.980423,89259.000000,30688.213389
1024,556400.987563,178639.000000,150656.004537
2048,239272.418801,105657.000000,64085.480789
4096,164276.081698,70254.000000,74458.622073
8192,127302.234599,52213.000000,46264.942581
16384,448332.745899,160181.000000,330481.485453
32768,440267.864050,384759.000000,170874.400254
65536,1752534.954460,206689.000000,770499.214999
