frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,285269.218241,119735.000000,963.477556
4,600084.319958,178976.000000,1350.214057
8,154428.873252,44519.000000,2885.799023
16,483960.971926,218309.000000,470.210591
32,375473.616817,226049.000000,16621.457156
64,553583.903961,182508.000000,9640.673628
128,881021.557986,279784.000000,16194.651216
256,494535.788322,278992.000000,31330.727824
512,553511.074167,154306.000000,43223.513173
1024,942537.658658,310850.000000,56575.751679
2048,257128.819727,116472.000000,21928.638900
4096,549032.481228,223101.000000,41958.619722
8192,781392.801942,207681.000000,420667.780995
16384,1300186.362334,223376.000000,542551.884892
32768,1659392.233388,166805.000000,1438501.340054
65536,255469.546077,58192.000000,101292.612909
