frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,453605.380597,240740.000000,344.405285
4,240805.175567,120898.000000,57.175169
8,492954.589035,215077.000000,1929.057801
16,490464.618802,419637.000000,110.104496
32,324864.892926,216736.000000,1814.802744
64,203218.288697,160014.000000,11436.595647
128,166284.706125,129929.000000,2287.730316
256,159221.675393,78654.000000,1647.666532
512,155015.310273,49698.000000,31622.216921
1024,212365.844702,107389.000000,26692.881692
2048,135431.765535,58674.000000,28844.670582
4096,435713.995167,177275.000000,69314.144502
8192,204864.662573,97894.000000,114743.799375
16384,524649.424032,156405.000000,424340.306674
32768,719077.734853,159345.000000,400121.366157
65536,78328.927683,26232.000000,67709.672418
