frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,263689.656864,69767.000000,1143.801119
4,287422.078543,194363.000000,847.244947
8,293090.618724,108520.000000,830.624464
16,600176.038634,259513.000000,10253.804562
32,410734.853534,154134.000000,883.264966
64,261588.599872,72990.000000,696.473259
128,451330.669907,269179.000000,10722.654942
256,323499.457881,144089.000000,14563.803246
512,519356.551735,184657.000000,53507.923226
1024,505662.725524,161306.000000,104409.714740
2048,539704.186096,199649.000000,100107.784922
4096,354603.222391,112146.000000,107508.130111
8192,1004083.335629,208741.000000,595934.280266
16384,1130551.627903,227753.000000,732759.406945
32768,2386071.669753,248578.000000,1609450.640678
65536,178531.631239,122897.000000,0.000000
