frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,77992.475067,26965.000000,180.371838
4,195339.007612,116814.000000,3861.996375
8,108578.446623,53526.000000,86.087165
16,177873.104898,79230.000000,435.305640
32,194684.728656,78180.000000,1785.522893
64,125439.353095,86016.000000,377.299616
128,714989.849620,281137.000000,24451.227781
256,160138.132673,70639.000000,3330.824072
512,223278.602428,65004.000000,57210.949625
1024,315457.794456,172002.000000,24769.806539
2048,622005.386213,370736.000000,28977.042758
4096,303529.030071,131439.000000,119771.475423
8192,235438.533361,69151.000000,72229.804423
16384,331545.238456,71183.000000,266559.814490
32768,427550.504288,108017.000000,265117.161299
65536,363736.391334,53683.000000,85863.735587
