frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,251488.987139,151447.000000,5967.679365
4,480197.832547,127416.000000,5107.690868
8,478052.061449,187762.000000,3432.211095
16,470390.530860,192276.000000,456.725300
32,682159.404782,268965.000000,13276.513850
64,427704.802572,197544.000000,2378.494482
128,273902.062959,77083.000000,27603.384032
256,178149.267978,60430.000000,3562.526772
512,387578.282869,129083.000000,3626.088802
1024,601643.613721,219851.000000,105345.047886
2048,288617.745818,90311.000000,14597.480707
4096,375368.877377,89831.000000,111107.880504
8192,677715.219905,218880.000000,168942.353580
16384,1089749.566803,192081.000000,754353.766124
32768,1289263.203375,173318.000000,621463.871154
65536,890006.480515,122090.000000,0.000000
