frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,313901.469847,241943.000000,176.476627
4,220282.548914,126581.000000,4713.063547
8,123142.903994,50240.000000,708.420073
16,655664.048696,270935.000000,5452.085931
32,477157.609235,166228.000000,1214.701609
64,95907.984021,30696.000000,472.479629
128,460239.577946,179402.000000,3895.794271
256,146785.009057,107583.000000,4373.035445
512,578536.993192,246722.000000,233740.550765
1024,746874.208321,284117.000000,92569.955272
2048,604543.201790,245705.000000,219824.647078
4096,256624.576208,114697.000000,68243.429918
8192,157229.669649,50437.000000,57639.591801
16384,660773.652564,287853.000000,250095.861327
32768,354468.783483,114819.000000,267774.311391
65536,701151.484451,239452.000000,373964.790589
