frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,525453.014241,249059.000000,66.287254
4,628659.191773,270200.000000,7339.893868
8,719883.792228,279493.000000,18180.704882
16,300363.791355,130126.000000,297.220457
32,389054.103270,177542.000000,11077.156991
64,660163.463497,225656.000000,34144.284339
128,449920.141802,146737.000000,5330.410397
256,165051.025277,70308.000000,6489.003005
512,674339.182881,242260.000000,165133.163592
1024,243845.892625,55640.000000,56640.879769
2048,474679.109475,168814.000000,43343.428129
4096,946302.642158,268980.000000,196589.837403
8192,552561.343096,104064.000000,184208.445200
16384,1193780.149128,272647.000000,630974.290062
32768,862349.711337,116631.000000,266433.013183
65536,2060559.621696,241025.000000,1947800.784116
