frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,207789.476266,143144.000000,933.809402
4,223910.187468,93509.000000,337.176512
8,448294.485265,343255.000000,1168.602156
16,167045.022476,88545.000000,502.617151
32,696792.319910,304205.000000,13202.890858
64,201281.753083,85456.000000,518.099411
128,479041.781100,222047.000000,124353.143467
256,677003.120722,256503.000000,6661.321491
512,145254.494137,42579.000000,19292.378210
1024,347746.241928,163542.000000,31747.089363
2048,744019.093732,247895.000000,164364.758270
4096,252803.038583,97054.000000,60806.688662
8192,326194.479354,109283.000000,236725.854788
16384,611738.284569,368489.000000,304295.299954
32768,811586.415722,256977.000000,163738.389863
65536,1485239.674749,169546.000000,1107715.601554
