frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,99595.726886,32586.000000,144.533733
4,610360.906930,225376.000000,85.199765
8,422150.228110,253799.000000,2057.502126
16,371184.336747,178633.000000,1745.656037
32,375784.161027,138376.000000,3879.503834
64,458381.724048,177000.000000,5647.054276
128,248400.994461,116493.000000,3421.919929
256,542174.116415,191767.000000,55879.725912
512,468937.115109,155286.000000,6258.547276
1024,944440.820293,288104.000000,354875.917897
2048,704422.576476,251397.000000,155582.726737
4096,368928.133056,128610.000000,79831.637688
8192,739159.315697,274534.000000,273617.674272
16384,633858.030626,198926.000000,152772.761443
32768,460533.909158,150191.000000,310596.221817
65536,289147.030510,141454.000000,0.000000
