arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.4756684898634954,2.018836431203633,1.0,0.7025805833187955,0.6619741412919784,1.2278893092801335,2.018836431203633
22,0.5348349067715251,2.1201268265128745,1.0,0.8671022572644649,0.8209354825199121,1.255573713572803,2.1201268265128745
24,0.507873247469705,2.0904109738202146,1.0,0.8916743329566164,0.8485950003171272,1.219637895591899,2.0904109738202146
26,0.5762803515950897,2.31910619019503,1.0,1.023962815313493,1.0203063751899988,1.3544054060454276,2.31910619019503
28,0.30937913638680575,1.9163244665189518,1.0381997480730587,0.8022085493400175,0.46101529371109007,1.1466702029888565,1.845814805942429
30,0.4851052160963016,2.211490130627505,1.0448873452238745,0.9355954821501676,1.0253238150975592,1.2897901958497242,2.1164866631183847
32,0.4809327444911462,2.608638171078376,1.011186431886654,1.1806442994952986,1.0426956641953835,1.4779868380249428,2.579779641832441
34,0.3023625015336297,2.073335658106917,1.0105599771964495,0.8584016547468679,0.626301698468656,1.1951591194502016,2.051670068964018
36,0.3151354118190579,2.1840787744497208,1.038758864421793,1.020617838582652,0.8845460104693065,1.2254073554346,2.102584968712108
38,0.2697364526043792,2.1869937260322545,1.0845825444690544,1.034355477968942,0.722617131061919,1.2912251063510016,2.016438248232064
40,0.3688544745558855,2.596873134345876,1.1881402920213502,1.2207787134726849,1.0768900338910607,1.4794032738546234,2.185662039899251
