arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.5466551278369349,1.1714340679897122,0.9597286048169624,0.5723558674728816,1.0042989428358264,0.7182680220808543,1.2205888853475673
22,0.5503951641496153,2.505793888751062,1.0000000000000002,1.269567862346427,0.9950850065048484,1.5025694372650265,2.5057938887510613
24,0.658816416363277,2.8489827582503224,1.291219140811373,1.321295704116358,1.0281742469663309,1.691233901403424,2.206428535794541
26,0.5238273864615538,2.3965840897929844,1.0,1.1701945809862508,1.014984202727593,1.396921815536692,2.3965840897929844
28,0.663963452616236,3.377074526080656,1.0,1.518416632212325,1.026318528403448,2.059882194809922,3.377074526080656
30,0.3981287777623701,2.6839471086939364,1.0,1.3517397023199849,0.9679332106686004,1.6286329491135847,2.6839471086939364
32,0.5530657217897024,1.7297022077735842,1.0,0.8518672098397172,1.005344819213848,1.007092671139454,1.7297022077735842
34,0.2552995101844433,1.7991434614273625,1.0,0.8764713127323406,1.0027985257923535,1.0222137337929675,1.7991434614273625
36,0.1916299556187283,1.9189564577540137,1.008232557711434,0.960545022414652,0.7488906323949703,1.15236578415175,1.903287533294712
38,0.5375387270820434,1.4286147021961195,1.0015984987284816,0.7533599343645655,1.003126248991112,0.8422157766765848,1.4263347079790258
40,0.0469054682275885,0.7332984759802992,0.6882907243335536,0.4460594500578626,0.3513844700689755,0.4862351283697555,1.0653906119253964
