arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.5727574703491215,1.227369102193274,1.0,0.5996853996237137,1.0522534092912244,0.7525647422124138,1.227369102193274
22,0.5085621075184427,2.315339785077878,1.0000000000000002,1.1730737291453983,0.919453078498605,1.3883659041389784,2.315339785077878
24,0.5476801834187707,2.368385730593379,1.0,1.0984053457190344,0.8547307659292941,1.405938392424522,2.368385730593379
26,0.5786217413713611,2.647275982926664,1.0,1.292601424998787,1.1211554455253108,1.5430451983915283,2.647275982926664
28,0.4797931997551448,2.4403412360956294,1.0,1.0972380658302028,0.741638186213987,1.4885118532837984,2.4403412360956294
30,0.3016692778637013,2.033674608137296,1.0,1.024237288624119,0.7334202624683741,1.2340442417286674,2.033674608137296
32,0.5426222341164693,1.697040404711929,1.0,0.8357814819511692,0.986360988155157,0.9880758355582976,1.697040404711929
34,0.2592502332197952,1.8269849465591923,1.0,0.8900345796674595,1.018316688098276,1.0380323436376604,1.8269849465591923
36,0.2758038726364823,2.76186267830883,1.0,1.3824667243087667,1.077842636496081,1.658545215108152,2.76186267830883
38,0.6207614713897784,1.6497954843148976,1.0,0.8699965189129101,1.1584321183585908,0.9726091877983808,1.6497954843148976
40,0.05447734310006128,0.8516736785762296,0.9999999999999999,0.5180661151471917,0.40810790424476967,0.5647272890865527,0.8516736785762297
