frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
1024,320375.763273,510043.823838,510043.823838,320375.763273,320375.763273,320375.763273,269677.000000,204697.000000,204697.000000,269677.000000,269677.000000,269677.000000
128,281338.407933,281731.737392,281338.407933,281338.407933,281338.407933,281338.407933,186030.000000,119434.000000,186030.000000,186030.000000,186030.000000,186030.000000
16384,239864.072445,239864.072445,239864.072445,239864.072445,239864.072445,239864.072445,136698.000000,136698.000000,136698.000000,136698.000000,136698.000000,136698.000000
16,536234.596122,536234.596122,536234.596122,536234.596122,536234.596122,536234.596122,436185.000000,436185.000000,436185.000000,436185.000000,436185.000000,436185.000000
2048,452386.807807,1458922.284916,1723954.620916,452386.807807,452386.807807,452386.807807,317114.000000,246215.000000,251385.000000,317114.000000,317114.000000,317114.000000
256,132580.579294,160945.870808,139912.504384,132580.579294,132580.579294,132580.579294,84907.000000,61879.000000,68623.000000,84907.000000,84907.000000,84907.000000
2,184551.218934,184551.218934,184551.218934,184551.218934,184551.218934,184551.218934,106571.000000,106571.000000,106571.000000,106571.000000,106571.000000,106571.000000
32768,1952259.094243,1482995.417776,1482996.658164,1472108.180562,1461160.738609,1557057.360675,50146.000000,115982.000000,115982.000000,115982.000000,115982.000000,101235.000000
32,161878.996504,189054.589492,161878.996504,161878.996504,161878.996504,161878.996504,94552.000000,60314.000000,94552.000000,94552.000000,94552.000000,94552.000000
4096,370453.646338,617176.138985,460021.553236,460963.869713,370453.646338,370453.646338,183816.000000,143315.000000,160318.000000,160318.000000,183816.000000,183816.000000
4,152549.624283,158353.922162,152549.624283,152549.624283,152549.624283,152549.624283,45711.000000,44230.000000,45711.000000,45711.000000,45711.000000,45711.000000
512,206724.422899,214391.765607,214444.268534,206724.422899,206724.422899,206724.422899,106123.000000,98490.000000,106123.000000,106123.000000,106123.000000,106123.000000
64,361411.974243,361411.974243,361411.974243,361411.974243,361411.974243,361411.974243,265945.000000,265945.000000,265945.000000,265945.000000,265945.000000,265945.000000
65536,1391311.848327,1225209.137706,1225209.411084,1216653.142657,1209250.918699,1303086.050782,88955.000000,114942.000000,114942.000000,114942.000000,114942.000000,97125.000000
8192,253825.154646,253626.014602,252665.825853,253825.154646,253825.154646,253825.154646,78180.000000,78180.000000,78180.000000,78180.000000,78180.000000,78180.000000
8,92542.401768,92542.401768,92542.401768,92542.401768,92542.401768,92542.401768,39259.000000,39259.000000,39259.000000,39259.000000,39259.000000,39259.000000
