frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
1024,432085.136276,432085.136276,785828.195531,432085.136276,432085.136276,432085.136276,129397.000000,129397.000000,71190.000000,129397.000000,129397.000000,129397.000000
128,67353.973194,67353.973194,67353.973194,67353.973194,67353.973194,67353.973194,15550.000000,15550.000000,15550.000000,15550.000000,15550.000000,15550.000000
16384,1124176.131655,1008141.805861,1033839.400844,983468.374524,1124176.131655,1124176.131655,183434.000000,170794.000000,170794.000000,188012.000000,183434.000000,183434.000000
16,528855.730700,528855.730700,528855.730700,528855.730700,528855.730700,528855.730700,92039.000000,92039.000000,92039.000000,92039.000000,92039.000000,92039.000000
2048,358815.805807,453076.876511,354060.952813,367152.562342,358815.805807,358815.805807,139929.000000,108463.000000,139929.000000,139929.000000,139929.000000,139929.000000
256,348835.978669,348835.978669,348835.978669,348835.978669,348835.978669,348835.978669,217501.000000,217501.000000,217501.000000,217501.000000,217501.000000,217501.000000
2,137333.085336,137333.085336,137333.085336,137333.085336,137333.085336,137333.085336,82401.000000,82401.000000,82401.000000,82401.000000,82401.000000,82401.000000
32768,854757.869793,854757.869793,854757.869793,854757.869793,854757.869793,854757.869793,170950.000000,170950.000000,170950.000000,170950.000000,170950.000000,170950.000000
32,552631.530250,552631.530250,552631.530250,552631.530250,552631.530250,552631.530250,322740.000000,322740.000000,322740.000000,322740.000000,322740.000000,322740.000000
4096,225203.284350,225203.284350,225203.284350,225203.284350,225203.284350,225203.284350,98195.000000,98195.000000,98195.000000,98195.000000,98195.000000,98195.000000
4,93626.532682,93626.532682,93626.532682,93626.532682,93626.532682,93626.532682,31744.000000,31744.000000,31744.000000,31744.000000,31744.000000,31744.000000
512,168903.293467,168903.293467,168903.293467,168903.293467,168903.293467,168903.293467,26125.000000,26125.000000,26125.000000,26125.000000,26125.000000,26125.000000
64,284569.422064,284569.422064,284569.422064,284569.422064,284569.422064,284569.422064,159399.000000,159399.000000,159399.000000,159399.000000,159399.000000,159399.000000
65536,2601544.782754,2475165.504716,2475165.504716,2459545.495276,2475407.710432,2601544.782754,179239.000000,76060.000000,76060.000000,101011.000000,135402.000000,179239.000000
8192,483703.078617,654192.378711,739715.096761,483703.078617,483703.078617,483703.078617,196710.000000,129668.000000,102812.000000,196710.000000,196710.000000,196710.000000
8,228874.136123,228874.136123,228874.136123,228874.136123,228874.136123,228874.136123,114580.000000,114580.000000,114580.000000,114580.000000,114580.000000,114580.000000
