frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,127112.299141,44612.000000,111.857052
4,103647.957230,30126.000000,1262.497129
8,137093.206786,76219.000000,608.141431
16,430933.876436,192664.000000,24402.532635
32,245869.599449,94732.000000,12493.864774
64,669151.439614,332320.000000,9951.450095
128,172331.885665,117397.000000,5520.821859
256,500891.476894,194892.000000,10151.236329
512,217753.176413,76617.000000,9492.154023
1024,534561.577514,282180.000000,79776.258085
2048,323319.569861,145354.000000,54713.822202
4096,227288.968155,77648.000000,111795.742106
8192,373283.578540,110393.000000,138029.209608
16384,387933.538064,120294.000000,293157.292268
32768,1074696.698452,266450.000000,958742.001670
65536,154562.124516,64245.000000,0.000000
