frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,193451.445037,111272.000000,515.258188
4,419089.433059,292955.000000,2074.949397
8,727399.435042,461150.000000,6983.020621
16,340444.947513,114728.000000,2496.706230
32,430345.104659,279254.000000,463.947195
64,457047.476620,238374.000000,2121.631212
128,110783.914099,61671.000000,816.982252
256,169708.132233,60531.000000,924.568007
512,338097.471431,206004.000000,26650.288254
1024,292765.135226,171214.000000,174891.017697
2048,487372.016973,226518.000000,34334.002505
4096,143749.123430,102266.000000,434.987356
8192,354305.815479,163628.000000,85765.411414
16384,207623.471790,54937.000000,110762.043282
32768,80054.046519,32646.000000,40649.826691
65536,289147.723323,96528.000000,275041.447573
