frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,723506.426358,87729.000000,2880.758928
4,1389092.235087,167487.000000,14486.337874
8,1183554.100351,146671.000000,61671.524556
16,1518905.045623,181047.000000,28601.199241
32,971271.058088,123488.000000,42091.787548
64,1168596.492296,153321.000000,61637.778099
128,1136254.894382,137592.000000,41559.718839
256,1312477.588436,161149.000000,105872.951173
512,1413868.708481,180365.000000,182956.816842
1024,1443934.625805,183332.000000,172830.098629
2048,2860595.348701,270002.000000,503292.260477
4096,2361296.559859,233820.000000,485369.824281
8192,836946.988088,85053.000000,463683.803467
16384,359149.851350,46311.000000,151666.502224
32768,1308033.806901,137112.000000,889916.353286
65536,134842.706777,11573.000000,125348.483186
