frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1128826.140625,151064.000000,4297.000000
4,343319.841983,51797.000000,7065.332547
8,607824.048504,79527.000000,7016.669652
16,850366.934355,120035.000000,15044.576664
32,819160.151856,113883.000000,16890.112107
64,1221573.649685,159141.000000,38371.079526
128,1289956.971485,158772.000000,107561.694971
256,1000819.854892,140046.000000,19055.804969
512,1264826.808224,153119.000000,99611.300945
1024,994384.656369,125150.000000,202087.984019
2048,1408461.159275,176098.000000,290657.848497
4096,1018488.026195,121988.000000,87188.155222
8192,1247488.430998,137592.000000,279006.024822
16384,764944.820405,81992.000000,314830.520804
32768,1640166.960681,155163.000000,872486.265487
65536,5520139.693113,291014.000000,3886038.712637
