frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,578601.087833,308228.000000,76.798437
4,319341.794801,107686.000000,32.046841
8,555479.171623,192916.000000,7144.920923
16,342272.540072,100251.000000,3583.319829
32,598668.629200,331884.000000,6119.427016
64,429113.847835,164811.000000,11006.767509
128,169377.148795,61925.000000,33494.723659
256,695812.131048,270919.000000,19945.430905
512,95395.209120,47701.000000,10219.377085
1024,729293.712870,303388.000000,19211.416476
2048,495952.895382,277463.000000,41359.545210
4096,192443.886403,64267.000000,83733.602287
8192,459566.053184,188061.000000,229656.340766
16384,743192.769585,214014.000000,103303.132053
32768,742790.119020,210313.000000,332174.766278
65536,440148.207022,155037.000000,304369.193722
