frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,423618.297693,62521.000000,6986.287283
4,369309.454492,56600.000000,18360.870268
8,1298861.420073,162098.000000,27759.539405
16,614518.857076,87427.000000,32757.746168
32,865645.754233,117836.000000,31930.232085
64,1052461.059641,124505.000000,75354.482083
128,1363010.785855,143274.000000,9802.855757
256,1125099.115329,153980.000000,49663.607018
512,1286472.994388,163627.000000,15037.799141
1024,942368.128917,109099.000000,126583.347096
2048,1721021.512482,191903.000000,74889.905448
4096,1073138.392901,130388.000000,438686.367162
8192,1875083.733952,195305.000000,817990.580446
16384,1805367.682188,140046.000000,1416266.457608
32768,3486320.686035,272204.000000,1043629.977948
65536,259352.967858,33849.000000,0.000000
