frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,335349.084807,99883.000000,5696.621016
4,252224.620630,90319.000000,547.277809
8,330034.505726,110691.000000,1694.964306
16,863963.910782,268401.000000,2047.219089
32,838130.143766,256804.000000,1006.803357
64,733298.074336,194592.000000,12174.529601
128,1127226.443612,291324.000000,40025.351841
256,425329.008998,84900.000000,31334.659580
512,350259.069362,115367.000000,39880.131682
1024,588633.979867,212252.000000,29291.579729
2048,551426.946007,137016.000000,133844.738361
4096,376329.185968,96080.000000,158337.863731
8192,746569.402993,227329.000000,351974.777527
16384,1812195.595540,214167.000000,1044061.191319
32768,914943.346867,206509.000000,456190.552163
65536,696105.914545,149863.000000,363730.741331
