frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,336417.922751,147103.000000,1083.127416
4,270583.890232,92755.000000,59.152346
8,618935.455669,202466.000000,830.578714
16,498139.018393,131834.000000,2089.056007
32,305200.945674,101982.000000,5850.465366
64,260217.423000,68412.000000,3618.732513
128,671755.316282,205170.000000,18500.428563
256,351528.488554,89285.000000,3738.022338
512,1291085.797944,297691.000000,71247.939633
1024,1026658.846224,244795.000000,171522.798493
2048,866775.404353,251676.000000,200038.069152
4096,948773.502987,219138.000000,153280.032920
8192,430371.785323,113282.000000,153106.404706
16384,799113.486666,141017.000000,578924.748041
32768,3067334.068941,243612.000000,2485483.239668
65536,1820483.523886,265088.000000,1322080.597511
