frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,150039.954969,126219.000000,260.424653
4,186408.730053,88073.000000,1487.659571
8,546940.155693,279017.000000,1552.013531
16,128984.767042,61081.000000,146.696967
32,753561.705273,340429.000000,4250.740759
64,129245.165403,57937.000000,314.259447
128,299178.300864,108094.000000,284.001761
256,277712.649481,135828.000000,7608.107912
512,416342.059040,295525.000000,1331.213732
1024,197924.583226,139637.000000,22560.950246
2048,126333.271766,75085.000000,12884.797825
4096,139353.471729,43516.000000,14073.282524
8192,615793.851564,283398.000000,307278.248485
16384,129996.070791,85803.000000,60698.183037
32768,112193.034882,64115.000000,41041.274834
65536,80650.350985,42381.000000,0.000000
