frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,384153.679610,182921.000000,88.932559
4,144177.416553,94489.000000,40.348482
8,370971.824565,231361.000000,4290.878232
16,152754.795627,87899.000000,767.189677
32,469145.371201,300527.000000,362.787817
64,111455.624165,67859.000000,226.015486
128,375035.099236,208394.000000,24406.521219
256,228299.893425,133325.000000,7818.617461
512,343675.197169,172115.000000,3753.626380
1024,273965.768550,175643.000000,13599.627201
2048,229413.807952,124421.000000,26513.770969
4096,764716.546709,319793.000000,114029.832053
8192,152137.837647,72418.000000,74428.662167
16384,513404.973590,246553.000000,414857.916743
32768,301454.438518,143872.000000,266590.683708
65536,396171.136856,192361.000000,235121.789390
