frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,548693.596291,254298.000000,815.513335
4,659150.059200,290069.000000,394.342491
8,437658.767270,259625.000000,839.113818
16,337686.697480,250640.000000,104.273678
32,106581.293176,54734.000000,226.008849
64,442126.746060,269867.000000,1421.827345
128,354930.691258,215662.000000,1797.376978
256,261552.230602,142912.000000,2195.710819
512,237612.898097,106168.000000,2181.958524
1024,282766.263267,167820.000000,14524.006438
2048,271444.851287,132838.000000,11508.987792
4096,88309.894802,38398.000000,35010.793136
8192,134730.118344,68580.000000,18541.346526
16384,827272.632697,312708.000000,534560.839170
32768,237140.529035,105975.000000,103037.338184
65536,558045.419030,208523.000000,483300.908424
