frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,595075.093201,189087.000000,2306.751395
4,593472.834383,131672.000000,4643.024984
8,425398.336908,126930.000000,6328.448151
16,504681.074627,164263.000000,24925.217893
32,651020.426708,195929.000000,5707.323716
64,319307.354939,107427.000000,19358.480235
128,919834.386108,192784.000000,30750.798949
256,527744.488727,206723.000000,14943.995015
512,974096.072670,230216.000000,81065.437407
1024,662073.655970,239151.000000,245802.697711
2048,329942.628070,98051.000000,78910.457000
4096,809186.282803,211917.000000,279247.428350
8192,1406430.762095,259985.000000,345596.885436
16384,349980.142737,50280.000000,63200.009771
32768,2036970.588363,297920.000000,1232103.154812
65536,1515800.763197,144022.000000,1327880.512150
