frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,186985.747454,113275.000000,1387.038572
4,177553.076374,92970.000000,586.823653
8,308869.398029,146021.000000,195.235755
16,160307.173713,117940.000000,24.289916
32,500480.721629,302098.000000,88.763731
64,279106.448145,181136.000000,2863.513576
128,154024.801636,103013.000000,5873.818775
256,532023.970811,354123.000000,12634.417913
512,504799.548711,298748.000000,26605.474399
1024,489536.616297,258236.000000,22847.222435
2048,202595.278472,123288.000000,4211.319033
4096,235568.261222,125906.000000,15127.738033
8192,496218.482534,234104.000000,129433.824528
16384,242874.118868,152793.000000,117743.182304
32768,119667.328131,67780.000000,23639.195820
65536,231420.028435,80403.000000,215932.403905
