frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,119571.331585,50163.000000,1022.985337
4,572542.884617,238224.000000,1763.433015
8,132106.909842,89862.000000,295.957767
16,113992.678585,63944.000000,167.397730
32,462769.873967,190205.000000,3015.825260
64,491708.923038,177422.000000,22418.811454
128,233112.494335,67854.000000,1500.303303
256,447262.598774,249764.000000,1383.383533
512,171898.970331,80361.000000,1578.070024
1024,800571.497148,297863.000000,149514.366731
2048,462896.896461,281591.000000,57751.973031
4096,570127.399381,219631.000000,176764.863864
8192,160909.649763,63037.000000,53073.690987
16384,575801.193148,198354.000000,140725.611649
32768,395676.498263,221843.000000,203171.242178
65536,854880.045385,293015.000000,770380.930474
