frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,97648.451913,56257.000000,17.944358
4,180362.962745,74528.000000,138.956828
8,447227.159343,298807.000000,292.292662
16,201061.001955,101987.000000,2938.806901
32,365770.777957,200769.000000,2981.419125
64,380763.149808,223340.000000,2786.986545
128,148843.074528,83265.000000,6592.679501
256,590124.430747,355138.000000,6536.754623
512,273700.823185,100622.000000,38821.078617
1024,181106.972279,132047.000000,2641.252922
2048,639402.171770,278924.000000,316027.867018
4096,565592.964851,285042.000000,120081.901675
8192,148315.406634,70773.000000,60336.148253
16384,735034.432876,355635.000000,527115.315154
32768,194624.196394,58586.000000,174037.751945
65536,499018.597242,269325.000000,0.000000
