frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,689952.140038,227998.000000,2455.003870
4,497553.602924,179451.000000,6679.133701
8,642628.057960,166880.000000,5212.437242
16,456857.016940,132991.000000,1942.382815
32,630847.807160,232664.000000,8692.297395
64,380328.340895,136959.000000,9836.643127
128,472064.471259,106574.000000,12784.493224
256,449632.065045,108416.000000,14863.437859
512,187158.817754,54141.000000,33783.946291
1024,435900.195063,104573.000000,67352.500570
2048,987266.887032,229251.000000,53931.469431
4096,1504172.857980,296200.000000,331886.982051
8192,696907.106094,204252.000000,138891.180908
16384,202412.755505,34522.000000,43435.836921
32768,488565.229772,129836.000000,0.000000
65536,417907.013690,83339.000000,269760.236006
