frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,92534.099925,49409.000000,53.497664
4,309256.040974,158968.000000,354.653352
8,82905.217930,50615.000000,949.581487
16,474656.447354,290312.000000,644.034161
32,67497.113842,27589.000000,617.224432
64,136067.964286,53824.000000,677.284283
128,155856.230347,112462.000000,2350.631192
256,73729.237410,40870.000000,1189.275410
512,94298.075834,49744.000000,6208.764853
1024,278075.292773,118267.000000,6185.352698
2048,365134.120775,240008.000000,52377.751527
4096,99426.461226,45295.000000,9692.946095
8192,108461.484131,81043.000000,28837.913447
16384,146491.278908,85094.000000,50260.183366
32768,175598.285171,106817.000000,27945.108391
65536,898388.587435,250489.000000,681994.893212
