frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,473393.063773,331718.000000,1718.269187
4,59160.385732,25399.000000,13.190906
8,47229.259935,16075.000000,73.075304
16,76214.716355,41197.000000,81.074040
32,418002.951576,230083.000000,3992.827820
64,422605.776806,333969.000000,2023.326963
128,168676.886351,79413.000000,13958.829249
256,305759.281570,158481.000000,1013.112531
512,364969.875724,183284.000000,12618.151172
1024,489227.447898,248738.000000,20220.537332
2048,146303.295722,64907.000000,37623.544876
4096,318157.813225,160713.000000,21429.591340
8192,85971.896926,35554.000000,24202.163250
16384,117341.070150,43316.000000,42449.720894
32768,146696.940343,55183.000000,96002.763705
65536,135149.227360,76971.000000,0.000000
